			Gravity FAA (Sandwell et al, v24.1)	EMAG2 (2-arc-minute resolution, 2013)	Gravity (Sandwell and Smith 97)	GMRT Grid Version 3.9
Longitude	Latitude	Distance (km)	Free-Air Anomaly (mgal)	Magnetic Anomaly (nT)	Gravity Anomaly (mgal)	Elevation (m)
-101.161995	9.408332	636.58386	3.506865	-38.247875	4.205937	-3628.577
-101.153206	9.40891	637.54987	4.175178	-41.719513	4.185116	-3618.1677
-101.144424	9.409489	638.51587	4.5376997	-43.867115	4.1894035	-3607.128
-101.135635	9.410067	639.4819	4.5010333	-44.48942	4.1646705	-3595.8806
-101.126854	9.410645	640.4479	4.224046	-43.897255	4.0957556	-3588.0579
-101.118065	9.4112215	641.4139	3.7963643	-42.29619	3.9028063	-3582.003
-101.109276	9.411799	642.3799	3.24101	-39.907425	3.5826268	-3582.1414
-101.100494	9.412376	643.3459	2.610087	-36.58444	3.0729535	-3586.254
-101.091705	9.412953	644.3119	1.9596367	-32.295036	2.4214835	-3591.6123
-101.08292	9.41353	645.2779	1.3666903	-27.417795	1.6652056	-3601.8647
-101.074135	9.414106	646.2439	0.77950084	-22.33354	0.883123	-3617.4795
-101.065346	9.414683	647.2099	0.12767853	-16.868956	0.11065055	-3636.6099
-101.05656	9.415259	648.1759	-0.47305498	-10.936345	-0.5127986	-3625.708
-101.047775	9.415835	649.1419	-0.98097044	-5.012274	-0.9181823	-3610.6125
-101.03899	9.41641	650.1079	-1.2912139	0.4296446	-1.0441349	-3664.2866
-101.0302	9.416986	651.0739	-1.2486384	5.4641347	-0.8719883	-3637.536
-101.021416	9.417562	652.0399	-0.9351535	10.268011	-0.35524228	-3481.178
-101.01263	9.418137	653.0059	-0.3473652	14.5407505	0.5101423	-3551.4644
-101.00384	9.418711	653.9719	0.4393437	17.967876	1.6566408	-3626.2134
-100.99505	9.419286	654.9379	1.3653786	20.583399	3.070267	-3652.5352
-100.98627	9.41986	655.90393	2.3700037	22.474712	4.6377945	-3577.2808
-100.97748	9.420434	656.86993	3.352596	23.423481	6.330837	-3554.111
-100.96869	9.421008	657.83594	4.36795	23.228199	8.010235	-3530.7585
-100.95991	9.421582	658.80194	5.4903097	21.664103	9.612367	-3509.286
-100.95112	9.422155	659.76794	6.5645056	18.888388	10.891045	-3491.22
-100.94233	9.422729	660.73395	7.48084	15.296008	11.840898	-3469.6797
-100.93354	9.423302	661.69995	8.186324	11.302476	12.372446	-3450.373
-100.92476	9.423875	662.66595	8.581981	6.6935	12.496483	-3440.619
-100.91597	9.424447	663.63196	8.6919	1.3959178	12.154228	-3434.2102
-100.90718	9.425019	664.59796	8.461999	-3.9723892	11.498024	-3426.169
-100.8984	9.425591	665.56396	8.06858	-8.796431	10.557328	-3427.319
-100.88961	9.426164	666.52997	7.677793	-12.9762945	9.606222	-3446.9548
-100.88082	9.426735	667.496	7.2730684	-16.783817	8.745772	-3466.9783
-100.87203	9.427307	668.462	6.8269815	-20.187609	8.096945	-3483.845
-100.86325	9.427878	669.428	6.4815054	-23.172476	7.7020855	-3490.428
-100.85446	9.42845	670.394	6.4392695	-25.615284	7.604069	-3502.878
-100.84567	9.42902	671.36	6.521518	-27.565767	7.813967	-3505.4004
-100.83688	9.429591	672.326	6.628923	-29.276812	8.105589	-3498.9722
-100.8281	9.430161	673.292	6.7379417	-31.001272	8.473134	-3404.9915
-100.81931	9.430732	674.258	6.7549863	-32.84687	8.829121	-3343.9788
-100.810524	9.431301	675.224	6.7444744	-34.666653	9.147362	-3411.1443
-100.801735	9.431871	676.19	6.7651467	-36.326466	9.24672	-3544.3987
-100.792946	9.432441	677.156	6.751564	-37.688126	9.156425	-3524.0793
-100.784164	9.43301	678.122	6.6502566	-38.73623	8.863821	-3511.2092
-100.775375	9.433579	679.088	6.500241	-39.526672	8.394616	-3479.516
-100.76659	9.434148	680.054	6.323497	-40.034595	7.779949	-3466.2864
-100.7578	9.434717	681.02	6.1013455	-40.24545	7.0625143	-3493.8232
-100.74901	9.435286	681.986	5.848915	-40.07007	6.2552295	-3503.6462
-100.74023	9.435854	682.952	5.500947	-39.556877	5.4848824	-3493.026
-100.73144	9.436421	683.918	4.968175	-38.905186	4.8284044	-3489.2341
-100.72265	9.43699	684.88403	4.314511	-38.315224	4.25105	-3501.4329
-100.71386	9.437557	685.85004	3.5267804	-37.7151	3.7408006	-3519.9956
-100.70507	9.438125	686.81604	2.7792182	-37.05991	3.3766134	-3477.8457
-100.69629	9.438692	687.78204	2.2547417	-36.577076	3.1795492	-3524.877
-100.6875	9.439259	688.74805	1.9197425	-36.477448	3.0229845	-3645.9065
-100.67871	9.439825	689.71405	1.8154508	-36.839817	2.9105344	-3684.5437
-100.66992	9.440392	690.68005	1.8772583	-37.526855	2.8680756	-3496.8992
